266,3201001350001,FRESNILLO,FRESNILLO,CENTRO
267,3201001350002,FRESNILLO,FRESNILLO,CIUDAD PERDIDA
268,3201001350003,FRESNILLO,FRESNILLO,LIENZO CHARRO
269,3201001350004,FRESNILLO,FRESNILLO,NEGRO
270,3201001350005,FRESNILLO,FRESNILLO,NUEVA
271,3201001350006,FRESNILLO,FRESNILLO,OJUELOS
272,3201001350007,FRESNILLO,FRESNILLO,LA PELUSA
273,3201001350008,FRESNILLO,FRESNILLO,LA SANTA CRUZ
274,3201001650001,FRESNILLO,FRESNILLO,CATA DE PLATA
275,3201001650002,FRESNILLO,FRESNILLO,JUNCOS
276,3201001650003,FRESNILLO,FRESNILLO,PUERTO
277,3201001650004,FRESNILLO,FRESNILLO,SOCAV‡N
278,3201001830001,FRESNILLO,FRESNILLO,CENTRO
279,3201001830002,FRESNILLO,FRESNILLO,LAS FLORES
280,3201001830003,FRESNILLO,FRESNILLO,FRANCISCO VILLA
281,3201001830004,FRESNILLO,FRESNILLO,DEL PANTE‡N
282,3201001830005,FRESNILLO,FRESNILLO,DEL SAINITO
283,3201001830006,FRESNILLO,FRESNILLO,NINGUNO
284,3201001830007,FRESNILLO,FRESNILLO,LA ZONA
285,3201001890001,FRESNILLO,FRESNILLO,R÷O FLORIDO
286,3201002100001,FRESNILLO,FRESNILLO,CENTRO
287,3201002100002,FRESNILLO,FRESNILLO,CHULA VISTA
288,3201002100003,FRESNILLO,FRESNILLO,ERENDIRILLA
289,3201002100004,FRESNILLO,FRESNILLO,LOS ESPARZA
290,3201002100005,FRESNILLO,FRESNILLO,LAS FLORES
291,3201002100006,FRESNILLO,FRESNILLO,LOMA BONITA
292,3201002100007,FRESNILLO,FRESNILLO,MIMBRES
293,3201002100008,FRESNILLO,FRESNILLO,SAN ISIDRO
294,3201100010000,TRINIDAD GARC÷A DE LA CADENA,TRINIDAD GARC÷A DE LA CADENA,VARIAS
295,3201100010001,TRINIDAD GARC÷A DE LA CADENA,TRINIDAD GARC÷A DE LA CADENA,TRINIDAD GARC÷A DE LA CADENA
296,3201200010000,GENARO CODINA,GENARO CODINA,VARIAS
297,3201200010001,GENARO CODINA,GENARO CODINA,DE ARTEAGAS
298,3201200010002,GENARO CODINA,GENARO CODINA,DEL SALTO
299,3201200010003,GENARO CODINA,GENARO CODINA,DE HERNµNDEZ
300,3201200010004,GENARO CODINA,GENARO CODINA,DE LOS GUERRERO
301,3201200010005,GENARO CODINA,GENARO CODINA,DE LOS LLANITOS
302,3201200010006,GENARO CODINA,GENARO CODINA,OJO DE AGUA
303,3201200010007,GENARO CODINA,GENARO CODINA,CENTRO
304,3201300010000,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,VARIAS
305,3201300010001,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,AGUA AZUL
306,3201300010002,GENERAL ENRIQUE ESTRADA,GENERAL ENRIQUE ESTRADA,CENTRO
